scenario,seed,variable,domain,lag_basis_type,lag_basis_count,amplitude_basis_count,epsilon_lag,epsilon_amplitude,epsilon_amplitude_given_lag,epsilon_lag_given_amplitude,epsilon_joint,operator_error,sigma1_truth,sigma2_truth,sigma3_truth,truth_tail_energy,truth_sigma2_sigma1,operator_error_over_sigma2,operator_error_over_gap,truth_rank_class
AR-S3,4,1,fit,cubic_bspline,48,24,0.0005940143263497634,9.401227364466641e-05,9.401221654205486e-05,0.0005940143173123641,0.0006014077791048789,6.802129221685041e-05,0.11756591651017649,0.01705574000605897,2.667834660547571e-17,0.1435708889610751,0.1450738488869997,0.00398817595675627,0.003988175956756276,weak_rank2
AR-S3,4,1,fit,discrete_identity,64,24,0.0,9.401227364466641e-05,9.401227364466641e-05,0.0,9.401227364466671e-05,1.116834274876317e-05,0.11756591651017649,0.01705574000605897,2.667834660547571e-17,0.1435708889610751,0.1450738488869997,0.0006548143173380733,0.0006548143173380744,weak_rank2
AR-S3,4,1,fit,cubic_bspline,32,28,0.016436014837914806,3.311529422318692e-05,3.311112068207056e-05,0.016436014829506487,0.016436048189831683,0.0019336758490463252,0.11756591651017649,0.01705574000605897,2.667834660547571e-17,0.1435708889610751,0.1450738488869997,0.11337390511108848,0.11337390511108866,weak_rank2
AR-S3,4,1,fit,cubic_bspline,40,28,0.0037311088311393456,3.311529422318692e-05,3.311507285348404e-05,0.003731108829174595,0.003731255782957804,0.00043883397752203805,0.11756591651017649,0.01705574000605897,2.667834660547571e-17,0.1435708889610751,0.1450738488869997,0.025729401208399307,0.02572940120839935,weak_rank2
AR-S3,4,1,fit,cubic_bspline,48,28,0.0005940143263497634,3.311529422318692e-05,3.311527410911235e-05,0.0005940143252284383,0.0005949366699809805,6.802129221677895e-05,0.11756591651017649,0.01705574000605897,2.667834660547571e-17,0.1435708889610751,0.1450738488869997,0.0039881759567520795,0.0039881759567520865,weak_rank2
AR-S3,4,1,fit,discrete_identity,64,28,0.0,3.311529422318692e-05,3.311529422318692e-05,0.0,3.311529422318696e-05,3.933985869851048e-06,0.11756591651017649,0.01705574000605897,2.667834660547571e-17,0.1435708889610751,0.1450738488869997,0.00023065465752019663,0.000230654657520197,weak_rank2
AR-S3,4,1,fit,cubic_bspline,32,32,0.016436014837914806,1.5404159487318277e-05,1.5402218091520872e-05,0.01643601483609542,0.016436022054635933,0.0019336758490463258,0.11756591651017649,0.01705574000605897,2.667834660547571e-17,0.1435708889610751,0.1450738488869997,0.11337390511108851,0.1133739051110887,weak_rank2
AR-S3,4,1,fit,cubic_bspline,40,32,0.0037311088311393456,1.5404159487318277e-05,1.5404056513320614e-05,0.003731108830714214,0.0037311406291860973,0.00043883397752204103,0.11756591651017649,0.01705574000605897,2.667834660547571e-17,0.1435708889610751,0.1450738488869997,0.02572940120839948,0.025729401208399526,weak_rank2
AR-S3,4,1,fit,cubic_bspline,48,32,0.0005940143263497634,1.5404159487318277e-05,1.5404150130903474e-05,0.0005940143261071307,0.0005942140252047142,6.802129221677754e-05,0.11756591651017649,0.01705574000605897,2.667834660547571e-17,0.1435708889610751,0.1450738488869997,0.003988175956751997,0.003988175956752003,weak_rank2
AR-S3,4,1,fit,discrete_identity,64,32,0.0,1.5404159487318277e-05,1.5404159487318277e-05,0.0,1.5404159487317816e-05,1.829962474487363e-06,0.11756591651017649,0.01705574000605897,2.667834660547571e-17,0.1435708889610751,0.1450738488869997,0.00010729305640431184,0.00010729305640431201,weak_rank2
AR-S3,4,2,core,cubic_bspline,32,24,0.016828905752801868,0.0001007837422185246,0.00010076628446264462,0.01682890564826117,0.01682920742877609,0.00039251840719037236,0.023778433087418813,0.01745615543683438,7.532354452440406e-18,0.5917744617591608,0.7341171460986823,0.02248595967254714,0.06208496824780983,strong_rank2
AR-S3,4,2,core,cubic_bspline,40,24,0.003673251352541974,0.0001007837422185246,0.00010078304712437286,0.003673251333470601,0.0036746336853541177,8.702481601449949e-05,0.023778433087418813,0.01745615543683438,7.532354452440406e-18,0.5917744617591608,0.7341171460986823,0.0049853369104899065,0.013764788708141419,strong_rank2
AR-S3,4,2,core,cubic_bspline,48,24,0.0015119488799087907,0.0001007837422185246,0.00010078362702434331,0.0015119488722301617,0.0015153041790127606,3.5951833138360407e-05,0.023778433087418813,0.01745615543683438,7.532354452440406e-18,0.5917744617591608,0.7341171460986823,0.002059550470231157,0.005686531836360746,strong_rank2
AR-S3,4,2,core,discrete_identity,64,24,0.0,0.0001007837422185246,0.0001007837422185246,0.0,0.00010078374221852042,2.972917527468994e-06,0.023778433087418813,0.01745615543683438,7.532354452440406e-18,0.5917744617591608,0.7341171460986823,0.0001703076910735921,0.00047022887822621587,strong_rank2
AR-S3,4,2,core,cubic_bspline,32,28,0.016828905752801868,4.816528876651685e-05,4.815694557706792e-05,0.01682890572892526,0.016828974654686926,0.0003925184071902599,0.023778433087418813,0.01745615543683438,7.532354452440406e-18,0.5917744617591608,0.7341171460986823,0.022485959672540697,0.06208496824779204,strong_rank2
AR-S3,4,2,core,cubic_bspline,40,28,0.003673251352541974,4.816528876651685e-05,4.816495657593912e-05,0.0036732513481861624,0.003673567116848882,8.70248160143147e-05,0.023778433087418813,0.01745615543683438,7.532354452440406e-18,0.5917744617591608,0.7341171460986823,0.00498533691047932,0.01376478870811219,strong_rank2
AR-S3,4,2,core,cubic_bspline,48,28,0.0015119488799087907,4.816528876651685e-05,4.816523371437333e-05,0.0015119488781550278,0.0015127158706102648,3.595183313796594e-05,0.023778433087418813,0.01745615543683438,7.532354452440406e-18,0.5917744617591608,0.7341171460986823,0.002059550470208559,0.0056865318362983525,strong_rank2
AR-S3,4,2,core,discrete_identity,64,28,0.0,4.816528876651685e-05,4.816528876651685e-05,0.0,4.816528876652074e-05,1.4207790665197346e-06,0.023778433087418813,0.01745615543683438,7.532354452440406e-18,0.5917744617591608,0.7341171460986823,8.139129326963582e-05,0.00022472582588782653,strong_rank2
AR-S3,4,2,core,cubic_bspline,32,32,0.016828905752801868,2.5928846293459495e-05,2.592435489972572e-05,0.016828905745882437,0.016828925720581943,0.000392518407190254,0.023778433087418813,0.01745615543683438,7.532354452440406e-18,0.5917744617591608,0.7341171460986823,0.02248595967254036,0.06208496824779111,strong_rank2
AR-S3,4,2,core,cubic_bspline,40,32,0.003673251352541974,2.5928846293459495e-05,2.592866746511573e-05,0.0036732513512796614,0.0036733428637615627,8.702481601430544e-05,0.023778433087418813,0.01745615543683438,7.532354452440406e-18,0.5917744617591608,0.7341171460986823,0.00498533691047879,0.013764788708110726,strong_rank2
AR-S3,4,2,core,cubic_bspline,48,32,0.0015119488799087907,2.5928846293459495e-05,2.5928816657205476e-05,0.001511948879400551,0.001512171193678365,3.595183313794597e-05,0.023778433087418813,0.01745615543683438,7.532354452440406e-18,0.5917744617591608,0.7341171460986823,0.002059550470207415,0.0056865318362951936,strong_rank2
AR-S3,4,2,core,discrete_identity,64,32,0.0,2.5928846293459495e-05,2.5928846293459495e-05,0.0,2.5928846293470537e-05,7.648487733842326e-07,0.023778433087418813,0.01745615543683438,7.532354452440406e-18,0.5917744617591608,0.7341171460986823,4.381541950355912e-05,0.00012097677698693439,strong_rank2
AR-S3,4,2,fit,cubic_bspline,32,24,0.015499764537243166,2.036232587950344e-05,2.035879871821347e-05,0.01549976453260988,0.015499777907785197,0.0023262956105119907,0.1505743609667892,0.018262914134409804,5.24909902503457e-17,0.12040593486549052,0.12128833897849241,0.1273781168432991,0.12737811684329947,weak_rank2
AR-S3,4,2,fit,cubic_bspline,40,24,0.003645291623258752,2.036232587950344e-05,2.0362185442828044e-05,0.0036452916224742884,0.0036453484932440186,0.0005487342153566221,0.1505743609667892,0.018262914134409804,5.24909902503457e-17,0.12040593486549052,0.12128833897849241,0.030046366714429902,0.03004636671442999,weak_rank2
AR-S3,4,2,fit,cubic_bspline,48,24,0.0015119542723956202,2.036232587950344e-05,2.036230260569565e-05,0.0015119542720821802,0.0015120913812276197,0.0002276615773036528,0.1505743609667892,0.018262914134409804,5.24909902503457e-17,0.12040593486549052,0.12128833897849241,0.012465785888721206,0.01246578588872124,weak_rank2
AR-S3,4,2,fit,discrete_identity,64,24,0.0,2.036232587950344e-05,2.036232587950344e-05,0.0,2.0362325879504028e-05,3.0885139468389757e-06,0.1505743609667892,0.018262914134409804,5.24909902503457e-17,0.12040593486549052,0.12128833897849241,0.0001691139718507353,0.0001691139718507358,weak_rank2
AR-S3,4,2,fit,cubic_bspline,32,28,0.015499764537243166,9.707869000509088e-06,9.706187403817565e-06,0.015499764536190045,0.015499767576323695,0.002326295610511995,0.1505743609667892,0.018262914134409804,5.24909902503457e-17,0.12040593486549052,0.12128833897849241,0.12737811684329933,0.1273781168432997,weak_rank2
AR-S3,4,2,fit,cubic_bspline,40,28,0.003645291623258752,9.707869000509088e-06,9.707802046430063e-06,0.003645291623080448,0.003645304549694156,0.0005487342153566203,0.1505743609667892,0.018262914134409804,5.24909902503457e-17,0.12040593486549052,0.12128833897849241,0.0300463667144298,0.030046366714429885,weak_rank2
AR-S3,4,2,fit,cubic_bspline,48,28,0.0015119542723956202,9.707869000509088e-06,9.70785790457319e-06,0.001511954272324377,0.0015119854378665449,0.00022766157730365,0.1505743609667892,0.018262914134409804,5.24909902503457e-17,0.12040593486549052,0.12128833897849241,0.012465785888721052,0.012465785888721088,weak_rank2
AR-S3,4,2,fit,discrete_identity,64,28,0.0,9.707869000509088e-06,9.707869000509088e-06,0.0,9.707869000508925e-06,1.4724687631257899e-06,0.1505743609667892,0.018262914134409804,5.24909902503457e-17,0.12040593486549052,0.12128833897849241,8.062616690243641e-05,8.062616690243664e-05,weak_rank2
AR-S3,4,2,fit,cubic_bspline,32,32,0.015499764537243166,5.215326234358457e-06,5.214422835755499e-06,0.015499764536939235,0.01549976541435988,0.0023262956105119946,0.1505743609667892,0.018262914134409804,5.24909902503457e-17,0.12040593486549052,0.12128833897849241,0.1273781168432993,0.12737811684329967,weak_rank2
AR-S3,4,2,fit,cubic_bspline,40,32,0.003645291623258752,5.215326234358457e-06,5.215290264838439e-06,0.0036452916232072945,0.0036452953539943644,0.0005487342153566206,0.1505743609667892,0.018262914134409804,5.24909902503457e-17,0.12040593486549052,0.12128833897849241,0.03004636671442982,0.030046366714429906,weak_rank2
AR-S3,4,2,fit,cubic_bspline,48,32,0.0015119542723956202,5.215326234358457e-06,5.215320273324619e-06,0.0015119542723750598,0.001511963267206224,0.00022766157730364864,0.1505743609667892,0.018262914134409804,5.24909902503457e-17,0.12040593486549052,0.12128833897849241,0.012465785888720979,0.012465785888721014,weak_rank2
AR-S3,4,2,fit,discrete_identity,64,32,0.0,5.215326234358457e-06,5.215326234358457e-06,0.0,5.215326234359396e-06,7.910495052211848e-07,0.1505743609667892,0.018262914134409804,5.24909902503457e-17,0.12040593486549052,0.12128833897849241,4.331452797725968e-05,4.3314527977259805e-05,weak_rank2
AR-S4U,0,0,core,cubic_bspline,32,24,0.016090250176238875,0.018558613038045915,0.018412997058529626,0.015922075666050833,0.024452701515607144,0.0005178337253475015,0.024263921128842566,0.01317636437299274,0.0068025851723364575,0.541967111977477,0.543043488438065,0.03930019773958984,0.08124437779303402,strong_rank2
AR-S4U,0,0,core,cubic_bspline,40,24,0.004349325810850258,0.018558613038045915,0.018548468542798877,0.004305833530943703,0.01905157002171021,0.0005170067993596638,0.024263921128842566,0.01317636437299274,0.0068025851723364575,0.541967111977477,0.543043488438065,0.03923743945783403,0.08111463906789079,strong_rank2
AR-S4U,0,0,core,cubic_bspline,48,24,0.0011221112007337626,0.018558613038045915,0.018557579694694622,0.0011048890332641082,0.01859147378966377,0.0005170047585687517,0.024263921128842566,0.01317636437299274,0.0068025851723364575,0.541967111977477,0.543043488438065,0.03923728457513237,0.0811143188825113,strong_rank2
AR-S4U,0,0,core,discrete_identity,64,24,0.0,0.018558613038045915,0.018558613038045915,0.0,0.018558613038045912,0.0005170047247455609,0.024263921128842566,0.01317636437299274,0.0068025851723364575,0.541967111977477,0.543043488438065,0.039237282008173086,0.08111431357589655,strong_rank2
AR-S4U,0,0,core,cubic_bspline,32,28,0.016090250176238875,0.008950994555807994,0.008818878188796706,0.016017130195658803,0.018348535724759883,0.000270344858859105,0.024263921128842566,0.01317636437299274,0.0068025851723364575,0.541967111977477,0.543043488438065,0.02051740914308836,0.04241515909921521,strong_rank2
AR-S4U,0,0,core,cubic_bspline,40,28,0.004349325810850258,0.008950994555807994,0.008941801943169432,0.004330375672120429,0.009943463028532716,0.00024247803502877954,0.024263921128842566,0.01317636437299274,0.0068025851723364575,0.541967111977477,0.543043488438065,0.018402499214865416,0.038043055367185066,strong_rank2
AR-S4U,0,0,core,cubic_bspline,48,28,0.0011221112007337626,0.008950994555807994,0.00895039989261561,0.001117357707469472,0.00902046516453258,0.00024246860204732415,0.024263921128842566,0.01317636437299274,0.0068025851723364575,0.541967111977477,0.543043488438065,0.018401783313180525,0.03804157540040893,strong_rank2
AR-S4U,0,0,core,discrete_identity,64,28,0.0,0.008950994555807994,0.008950994555807994,0.0,0.008950994555807994,0.00024246852074893594,0.024263921128842566,0.01317636437299274,0.0068025851723364575,0.541967111977477,0.543043488438065,0.018401777143163826,0.038041562645278006,strong_rank2
AR-S4U,0,0,core,cubic_bspline,32,32,0.016090250176238875,0.0043468102603429004,0.004322767372747067,0.01608377160536106,0.016660806357821974,0.00027032498456790584,0.024263921128842566,0.01317636437299274,0.0068025851723364575,0.541967111977477,0.543043488438065,0.02051590081418696,0.0424120409662248,strong_rank2
AR-S4U,0,0,core,cubic_bspline,40,32,0.004349325810850258,0.0043468102603429004,0.004337973912003326,0.004340494583653728,0.006142853788765428,0.00011011385325307294,0.024263921128842566,0.01317636437299274,0.0068025851723364575,0.541967111977477,0.543043488438065,0.008356922299353722,0.017276069626279957,strong_rank2
AR-S4U,0,0,core,cubic_bspline,48,32,0.0011221112007337626,0.0043468102603429004,0.004346636426167239,0.0011214376169336366,0.0044891404264175245,0.00011004601841803986,0.024263921128842566,0.01317636437299274,0.0068025851723364575,0.541967111977477,0.543043488438065,0.008351774078409549,0.017265426829769826,strong_rank2
AR-S4U,0,0,core,discrete_identity,64,32,0.0,0.0043468102603429004,0.0043468102603429004,0.0,0.004346810260342901,0.00011004591792592979,0.024263921128842566,0.01317636437299274,0.0068025851723364575,0.541967111977477,0.543043488438065,0.008351766451714716,0.01726541106328233,strong_rank2
AR-S4U,0,0,fit,cubic_bspline,32,24,0.017514782747406876,0.01152626922376618,0.011435904909797885,0.01745544767618584,0.020917636955325537,0.00040551436446593074,0.028648610053782306,0.016658964608694392,0.00585507103479688,0.5360243227835141,0.5814929442447769,0.024342110928928372,0.03753409469394108,strong_rank2
AR-S4U,0,0,fit,cubic_bspline,40,24,0.0043698134459531565,0.01152626922376618,0.011519930296776431,0.004353065744539239,0.012320879172973845,0.0003772886667224923,0.028648610053782306,0.016658964608694392,0.00585507103479688,0.5360243227835141,0.5814929442447769,0.022647786077028075,0.03492154602800157,strong_rank2
AR-S4U,0,0,fit,cubic_bspline,48,24,0.0009159680048659798,0.01152626922376618,0.011525624810156817,0.0009078229076760832,0.011561964567081183,0.00037728532931403247,0.028648610053782306,0.016658964608694392,0.00585507103479688,0.5360243227835141,0.5814929442447769,0.022647585739940013,0.034921237120066013,strong_rank2
AR-S4U,0,0,fit,discrete_identity,64,24,0.0,0.01152626922376618,0.01152626922376618,0.0,0.01152626922376618,0.0003772853039052571,0.028648610053782306,0.016658964608694392,0.00585507103479688,0.5360243227835141,0.5814929442447769,0.02264758421470865,0.0349212347682495,strong_rank2
AR-S4U,0,0,fit,cubic_bspline,32,28,0.017514782747406876,0.005525928315154781,0.005444132515788861,0.017489148343876024,0.018341379270336525,0.0004036923150662053,0.028648610053782306,0.016658964608694392,0.00585507103479688,0.5360243227835141,0.5814929442447769,0.02423273742087887,0.03736544721631991,strong_rank2
AR-S4U,0,0,fit,cubic_bspline,40,28,0.0043698134459531565,0.005525928315154781,0.005520243473099495,0.0043626223547885935,0.007040479923608248,0.00017592488152072167,0.028648610053782306,0.016658964608694392,0.00585507103479688,0.5360243227835141,0.5814929442447769,0.010560373087587067,0.016283470428268637,strong_rank2
AR-S4U,0,0,fit,cubic_bspline,48,28,0.0009159680048659798,0.005525928315154781,0.005525560150660812,0.0009137442860448394,0.005600965306490386,0.0001759040882873111,0.028648610053782306,0.016658964608694392,0.00585507103479688,0.5360243227835141,0.5814929442447769,0.010559124916773396,0.016281545822730056,strong_rank2
AR-S4U,0,0,fit,discrete_identity,64,28,0.0,0.005525928315154781,0.005525928315154781,0.0,0.005525928315154781,0.00017590402610828643,0.028648610053782306,0.016658964608694392,0.00585507103479688,0.5360243227835141,0.5814929442447769,0.010559121184307055,0.01628154006748781,strong_rank2
AR-S4U,0,0,fit,cubic_bspline,32,32,0.017514782747406876,0.0026789057495747786,0.002664083170769184,0.0175125217434421,0.017716234188721838,0.000403643993075468,0.028648610053782306,0.016658964608694392,0.00585507103479688,0.5360243227835141,0.5814929442447769,0.024229836760971585,0.037360974570379187,strong_rank2
AR-S4U,0,0,fit,cubic_bspline,40,32,0.0043698134459531565,0.0026789057495747786,0.0026734540731963405,0.004366473430449142,0.005122755726552223,0.000102539069601911,0.028648610053782306,0.016658964608694392,0.00585507103479688,0.5360243227835141,0.5814929442447769,0.006155188633295696,0.009490936660987485,strong_rank2
AR-S4U,0,0,fit,cubic_bspline,48,32,0.0009159680048659798,0.0026789057495747786,0.0026787983288179963,0.0009156537868165145,0.002831070093165526,7.970524918233293e-05,0.028648610053782306,0.016658964608694392,0.00585507103479688,0.5360243227835141,0.5814929442447769,0.004784525992733929,0.007377455973363426,strong_rank2
AR-S4U,0,0,fit,discrete_identity,64,32,0.0,0.0026789057495747786,0.0026789057495747786,0.0,0.002678905749574779,7.97051569746521e-05,0.028648610053782306,0.016658964608694392,0.00585507103479688,0.5360243227835141,0.5814929442447769,0.004784520457715218,0.007377447438692088,strong_rank2
AR-S4U,0,1,core,cubic_bspline,32,24,0.01274843836302883,0.018311697926605256,0.018129265039840102,0.012484976997394776,0.022162872818764126,0.0007472006804281387,0.03161412257477008,0.026231554841090073,0.006645653176610825,0.6567674257111026,0.8297416693773557,0.028484803320072208,0.13881863032632666,strong_rank2
AR-S4U,0,1,core,cubic_bspline,40,24,0.0035921821490934964,0.018311697926605256,0.01829897010449874,0.003526726318041403,0.018648219203924135,0.0007470621968820312,0.03161412257477008,0.026231554841090073,0.006645653176610825,0.6567674257111026,0.8297416693773557,0.028479524046809666,0.13879290216962534,strong_rank2
AR-S4U,0,1,core,cubic_bspline,48,24,0.000578485433581501,0.018311697926605256,0.018310467634500747,0.0005381351463399161,0.01831960344524317,0.0007470609016896965,0.03161412257477008,0.026231554841090073,0.006645653176610825,0.6567674257111026,0.8297416693773557,0.028479474671454577,0.13879266154240077,strong_rank2
AR-S4U,0,1,core,discrete_identity,64,24,0.0,0.018311697926605256,0.018311697926605256,0.0,0.018311697926605256,0.0007470608935659917,0.03161412257477008,0.026231554841090073,0.006645653176610825,0.6567674257111026,0.8297416693773557,0.0284794743617625,0.13879266003313884,strong_rank2
AR-S4U,0,1,core,cubic_bspline,32,28,0.01274843836302883,0.00937964968064541,0.00913343922007336,0.012568395464461146,0.015682550579632117,0.0003814257226393719,0.03161412257477008,0.026231554841090073,0.006645653176610825,0.6567674257111026,0.8297416693773557,0.014540721087638032,0.07086315333343608,strong_rank2
AR-S4U,0,1,core,cubic_bspline,40,28,0.0035921821490934964,0.00937964968064541,0.009366811709101145,0.0035585258260112,0.010031995523624418,0.00037899246383886893,0.03161412257477008,0.026231554841090073,0.006645653176610825,0.6567674257111026,0.8297416693773557,0.014447960333834317,0.07041109050377999,strong_rank2
AR-S4U,0,1,core,cubic_bspline,48,28,0.000578485433581501,0.00937964968064541,0.009377665946118593,0.0005453768075623098,0.00939549168451861,0.0003789893730082482,0.03161412257477008,0.026231554841090073,0.006645653176610825,0.6567674257111026,0.8297416693773557,0.014447842505110877,0.07041051627401203,strong_rank2
AR-S4U,0,1,core,discrete_identity,64,28,0.0,0.00937964968064541,0.00937964968064541,0.0,0.00937964968064541,0.0003789892953496652,0.03161412257477008,0.026231554841090073,0.006645653176610825,0.6567674257111026,0.8297416693773557,0.014447839544608404,0.07041050184621718,strong_rank2
AR-S4U,0,1,core,cubic_bspline,32,32,0.01274843836302883,0.004792238333326505,0.004510415516082778,0.012645195948670047,0.013522815121995328,0.0003757066041605612,0.03161412257477008,0.026231554841090073,0.006645653176610825,0.6567674257111026,0.8297416693773557,0.014322696707708709,0.06980062727491111,strong_rank2
AR-S4U,0,1,core,cubic_bspline,40,32,0.0035921821490934964,0.004792238333326505,0.004780828707371348,0.003576946669729352,0.00597997455859905,0.00018551745641839446,0.03161412257477008,0.026231554841090073,0.006645653176610825,0.6567674257111026,0.8297416693773557,0.007072301186195532,0.03446634870148825,strong_rank2
AR-S4U,0,1,core,cubic_bspline,48,32,0.000578485433581501,0.004792238333326505,0.0047903158663190025,0.0005623373120908482,0.0048251188064102135,0.00018550969090778946,0.03161412257477008,0.026231554841090073,0.006645653176610825,0.6567674257111026,0.8297416693773557,0.007072005149202984,0.03446490598660026,strong_rank2
AR-S4U,0,1,core,discrete_identity,64,32,0.0,0.004792238333326505,0.004792238333326505,0.0,0.004792238333326509,0.0001855092841865906,0.03161412257477008,0.026231554841090073,0.006645653176610825,0.6567674257111026,0.8297416693773557,0.007071989644167109,0.034464830423928505,strong_rank2
AR-S4U,0,1,fit,cubic_bspline,32,24,0.014747510010343225,0.002289642839573878,0.0022668770029348026,0.01474399262475387,0.014920716566291618,0.0027188424625892503,0.1944031135693983,0.13317741746462206,0.006547626490054858,0.5658119446974827,0.6850580477821421,0.020415191361639804,0.044406885271446546,strong_rank2
AR-S4U,0,1,fit,cubic_bspline,40,24,0.003679541607333086,0.002289642839573878,0.0022880594524951727,0.003678556532858499,0.004332925397263117,0.000713145813525829,0.1944031135693983,0.13317741746462206,0.006547626490054858,0.5658119446974827,0.6850580477821421,0.00535485540343409,0.011647818790094511,strong_rank2
AR-S4U,0,1,fit,cubic_bspline,48,24,0.0005732377490174428,0.002289642839573878,0.0022894902629706716,0.0005726280191574275,0.0023601625327794896,0.0005251725417615723,0.1944031135693983,0.13317741746462206,0.006547626490054858,0.5658119446974827,0.6850580477821421,0.003943405359253808,0.008577649176300724,strong_rank2
AR-S4U,0,1,fit,discrete_identity,64,24,0.0,0.002289642839573878,0.002289642839573878,0.0,0.002289642839573879,0.0005251725101419416,0.1944031135693983,0.13317741746462206,0.006547626490054858,0.5658119446974827,0.6850580477821421,0.00394340512182894,0.00857764865985693,strong_rank2
AR-S4U,0,1,fit,cubic_bspline,32,28,0.014747510010343225,0.0011627445506075132,0.0011322142608048166,0.014745134307546207,0.014790908039655446,0.0027188410915002536,0.1944031135693983,0.13317741746462206,0.006547626490054858,0.5658119446974827,0.6850580477821421,0.020415181066433436,0.044406862877434165,strong_rank2
AR-S4U,0,1,fit,cubic_bspline,40,28,0.003679541607333086,0.0011627445506075132,0.0011611500570022659,0.003679038054302273,0.003858405874836339,0.0007131311178861341,0.1944031135693983,0.13317741746462206,0.006547626490054858,0.5658119446974827,0.6850580477821421,0.005354745057100796,0.011647578766042032,strong_rank2
AR-S4U,0,1,fit,cubic_bspline,48,28,0.0005732377490174428,0.0011627445506075132,0.0011624984715123297,0.0005727384422226443,0.00129614976494505,0.00026414090059532174,0.1944031135693983,0.13317741746462206,0.006547626490054858,0.5658119446974827,0.6850580477821421,0.001983376052967009,0.004314216373192301,strong_rank2
AR-S4U,0,1,fit,discrete_identity,64,28,0.0,0.0011627445506075132,0.0011627445506075132,0.0,0.0011627445506075134,0.00026414045518117444,0.1944031135693983,0.13317741746462206,0.006547626490054858,0.5658119446974827,0.6850580477821421,0.00198337270844993,0.004314209098237901,strong_rank2
AR-S4U,0,1,fit,cubic_bspline,32,32,0.014747510010343225,0.0005923865749856759,0.0005575100301319528,0.01474615024623878,0.014758044211170811,0.0027188409995024545,0.1944031135693983,0.13317741746462206,0.006547626490054858,0.5658119446974827,0.6850580477821421,0.02041518037564215,0.04440686137483305,strong_rank2
AR-S4U,0,1,fit,cubic_bspline,40,32,0.003679541607333086,0.0005923865749856759,0.0005909748150998014,0.003679314585347974,0.00372669795827048,0.0007131302253594641,0.1944031135693983,0.13317741746462206,0.006547626490054858,0.5658119446974827,0.6850580477821421,0.005354738355313909,0.011647564188393647,strong_rank2
AR-S4U,0,1,fit,cubic_bspline,48,32,0.0005732377490174428,0.0005923865749856759,0.0005921487030110231,0.0005729919276507845,0.0008241611513388725,0.00012894418338156726,0.1944031135693983,0.13317741746462206,0.006547626490054858,0.5658119446974827,0.6850580477821421,0.0009682135743157857,0.0021060468330307523,strong_rank2
AR-S4U,0,1,fit,discrete_identity,64,32,0.0,0.0005923865749856759,0.0005923865749856759,0.0,0.0005923865749856762,0.00012893667412240155,0.1944031135693983,0.13317741746462206,0.006547626490054858,0.5658119446974827,0.6850580477821421,0.0009681571889367277,0.0021059241842142674,strong_rank2
AR-S4U,0,2,core,cubic_bspline,32,24,0.016819155548588104,0.034126161924562685,0.0338330843312238,0.016216246823167538,0.037783086013867415,0.0008853533849447319,0.021565596663297857,0.012585893326381445,0.00751968216142427,0.5994230877084884,0.5836097893735153,0.07034489821147076,0.1747565105593493,strong_rank2
AR-S4U,0,2,core,cubic_bspline,40,24,0.004286140956832484,0.034126161924562685,0.03411114371997622,0.004164877247319301,0.03437937070667105,0.0008850341744757478,0.021565596663297857,0.012585893326381445,0.00751968216142427,0.5994230877084884,0.5836097893735153,0.07031953565192046,0.1746935028286033,strong_rank2
AR-S4U,0,2,core,cubic_bspline,48,24,0.0014062128798900306,0.034126161924562685,0.03412456537826232,0.0013669196089738966,0.03415352685915276,0.0008850335364657819,0.021565596663297857,0.012585893326381445,0.00751968216142427,0.5994230877084884,0.5836097893735153,0.07031948495945474,0.17469337689426198,strong_rank2
AR-S4U,0,2,core,discrete_identity,64,24,0.0,0.034126161924562685,0.034126161924562685,0.0,0.034126161924562685,0.000885033523706434,0.021565596663297857,0.012585893326381445,0.00751968216142427,0.5994230877084884,0.5836097893735153,0.07031948394567308,0.17469337437574325,strong_rank2
AR-S4U,0,2,core,cubic_bspline,32,28,0.016819155548588104,0.016778349335601957,0.016584339880374055,0.01662562228032006,0.023620421728567174,0.0004290083258368547,0.021565596663297857,0.012585893326381445,0.00751968216142427,0.5994230877084884,0.5836097893735153,0.03408644223430728,0.08468030878860557,strong_rank2
AR-S4U,0,2,core,cubic_bspline,40,28,0.004286140956832484,0.016778349335601957,0.016760674445784825,0.004216420964743351,0.017300035034051867,0.0004260993292299648,0.021565596663297857,0.012585893326381445,0.00751968216142427,0.5994230877084884,0.5836097893735153,0.03385531071813653,0.08410611310031461,strong_rank2
AR-S4U,0,2,core,cubic_bspline,48,28,0.0014062128798900306,0.016778349335601957,0.016777040724244408,0.0013905120276463585,0.016835870340630568,0.00042609469616680635,0.021565596663297857,0.012585893326381445,0.00751968216142427,0.5994230877084884,0.5836097893735153,0.033854942602577445,0.0841051985977391,strong_rank2
AR-S4U,0,2,core,discrete_identity,64,28,0.0,0.016778349335601957,0.016778349335601957,0.0,0.016778349335601954,0.00042609461980678865,0.021565596663297857,0.012585893326381445,0.00751968216142427,0.5994230877084884,0.5836097893735153,0.03385493653546598,0.08410518352532793,strong_rank2
AR-S4U,0,2,core,cubic_bspline,32,32,0.016819155548588104,0.008276053662185565,0.008141202641854459,0.0167532119190311,0.01868590842917036,0.00031267486004223863,0.021565596663297857,0.012585893326381445,0.00751968216142427,0.5994230877084884,0.5836097893735153,0.024843279053290323,0.0617176919519267,strong_rank2
