scenario,seed,variable,rank,validation_contribution_r2,empirical_operator_nrmse,normalized_excess_rmse,core_surface_nrmse,modal_gains,refit_intercept
AR-S2,3,1,1,0.9999984212482438,0.0012564838861573847,0.0,0.0012580409747670609,[0.9999984843645554],0.3784307056449638
AR-S2,3,1,2,0.9999983794491816,0.00127300856965942,0.0,0.0012594379707269174,"[0.9999996223685348, 0.9999009611286953]",0.3784307071118278
AR-S2,3,1,3,0.9999983622686806,0.0012797387699978562,0.0,0.0012600412465818198,"[1.0000002991316257, 1.0053691616381661, 1.0175638486180163]",0.37843070657419287
AR-S2,3,1,4,0.999998353834489,0.0012830298168681577,0.0,0.001260554212677251,"[1.000000404263412, 1.0094571541993578, 1.0095155172421637, 1.0902508270871871]",0.3784307019223002
AR-S2,3,1,5,0.9999983467748097,0.0012857780485940034,0.0,0.0012609061633152778,"[1.0000004116350014, 1.0058094207479475, 1.0106470435112858, 1.092329331381259, 1.030299035719767]",0.3784307007965573
AR-S2,3,1,6,0.9999983423856406,0.001287483731703469,0.0,0.0012611258196688739,"[1.0000003392736492, 1.0029969337224225, 1.012101738380619, 1.0866057999858152, 1.0324418154322728, 1.0243413106527262]",0.378430701425185
AR-S2,3,1,7,0.9999983385815028,0.0012889602387864251,0.0,0.0012613016440632698,"[1.000000395430401, 1.0021114043809336, 1.0145990795660926, 1.0930518826689637, 1.0310520977471465, 1.0271306926705688, 0.9897826653965682]",0.3784307005554779
AR-S2,3,1,8,0.9999983346773754,0.0012904737984671577,0.0,0.0012614958037029788,"[1.000000366384722, 1.0066047349403586, 1.016331855114448, 1.095209697722972, 1.0357010184091031, 1.0398717488603684, 0.9950992655867756, 1.1139046283081664]",0.3784307007270215
AR-S2,3,1,9,0.9999983301721471,0.0012922181909153828,0.0,0.0012616588784291221,"[1.00000040246145, 1.0081812843453444, 1.0144023832403393, 1.1029861379761168, 1.0348719682843082, 1.0413696453337633, 0.9945690702701542, 1.10679083250835, 1.1083688374374425]",0.3784307010698944
AR-S2,3,1,10,0.9999983275715216,0.0012932240634756379,0.0,0.0012617634596493559,"[1.0000004590496423, 1.009743668847242, 1.0156272072867276, 1.1048006354140547, 1.0390806503532026, 1.0469743018606563, 0.995956626232939, 1.1097486032175297, 1.110914570491358, 1.007372217641755]",0.37843070049248523
AR-S2,3,1,11,0.9999983259808918,0.0012938389035182865,0.0,0.001261832135000607,"[1.0000004845990453, 1.0097129158466487, 1.0153255644389079, 1.102835169109988, 1.045219970579192, 1.0461317388401286, 0.9903743410778012, 1.1082929746813797, 1.1129978259157394, 1.0105601456922517, 0.9438025441999072]",0.37843070066131357
AR-S2,3,1,12,0.9999983234539548,0.0012948150621602094,0.0,0.0012619100155002916,"[1.0000004971399659, 1.010200645228356, 1.016621909979043, 1.1028683246749995, 1.0470627286484577, 1.0478239151849953, 0.9948234388096665, 1.110837913793068, 1.1075926531049205, 1.0104693823328834, 0.9485829007919866, 1.0493277610155347]",0.3784307014475076
AR-S2,3,2,1,0.9999976938961701,0.0015185861285855124,0.0,0.001519391746835086,[1.0000004974066998],0.017754139218820925
AR-S2,3,2,2,0.999997681467286,0.0015226728847617616,0.0,0.001520114459546204,"[1.000000476496461, 1.0271893341547025]",0.017754140678950994
AR-S2,3,2,3,0.9999976684373877,0.0015269455171293212,0.0,0.001520528396884788,"[1.000001052242276, 1.0281458087085649, 0.977959901196556]",0.01775414064367056
AR-S2,3,2,4,0.999997661880662,0.0015290910169183801,0.0,0.0015208949712247712,"[1.00000100336139, 1.0305195615186062, 0.985859394040766, 0.9973730066943292]",0.01775414072384716
AR-S2,3,2,5,0.9999976547323917,0.0015314266578340756,0.0,0.0015212547695465076,"[1.000001066275337, 1.036680957945966, 0.9801052651290891, 1.0031266870772129, 1.0472158225938637]",0.017754141264459317
AR-S2,3,2,6,0.9999976478028499,0.001533687435587249,0.0,0.0015215247185894748,"[1.0000011148152095, 1.0401933601113553, 0.9876301108887146, 1.0058800561630556, 1.0542093647268596, 1.04109700199799]",0.017754140486522914
AR-S2,3,2,7,0.9999976424322103,0.0015354373284566048,0.0,0.0015217186832644663,"[1.0000011654078165, 1.0391112123028938, 0.9890463834790549, 1.0111637638105437, 1.0580487314357192, 1.0505838241635406, 1.01676126448932]",0.017754140812580085
AR-S2,3,2,8,0.9999976387038629,0.0015366509483348482,0.0,0.001521897241486445,"[1.0000012603098893, 1.0373661297897534, 0.992774059593596, 1.011293262351551, 1.0653720381606158, 1.0522455823161194, 1.0207068315857226, 1.0547163530551862]",0.017754141969853497
AR-S2,3,2,9,0.999997634060616,0.001538161039653962,0.0,0.0015220711906096325,"[1.0000012327232275, 1.0417946367590647, 0.9952328560271564, 1.01377600499911, 1.0662943951085062, 1.0553312520722213, 1.028697614592611, 1.0506415705052699, 1.0943404189395582]",0.017754142756006026
AR-S2,3,2,10,0.9999976316911082,0.0015389310873942358,0.0,0.001522172073701697,"[1.0000012333486876, 1.0431057407717783, 0.997752329477288, 1.0137986481206802, 1.068819393387594, 1.0561519591764212, 1.02534448172812, 1.054096733269183, 1.0922189367865525, 0.9981391612016538]",0.01775414325597997
AR-S2,3,2,11,0.9999976283301713,0.0015400226714915187,0.0,0.001522349413227049,"[1.0000011776695379, 1.0478247364136093, 1.0019239320300335, 1.0151991844833292, 1.077354420840504, 1.0624922334203701, 1.024443776110079, 1.0642258626755596, 1.094560171481965, 1.0053444461323457, 1.301949889965165]",0.017754143386502254
AR-S2,3,2,12,0.9999976263173966,0.0015406760215352405,0.0,0.0015224361146179445,"[1.000001214790996, 1.0460390639294892, 1.0054274220160038, 1.0203414238174604, 1.0789910867784218, 1.0609110230572738, 1.0211209039150384, 1.059889164089548, 1.0982140401535214, 1.016037224923504, 1.3055191300717104, 0.9818713263393725]",0.01775414274061842
AR-S2,4,0,1,0.9999988268127941,0.0010831376671311022,0.0,0.0010841535538642468,[1.0000010486335849],0.007357964632856529
AR-S2,4,0,2,0.9999988227736947,0.0010850006015558948,0.0,0.001084338428878094,"[1.0000010228909628, 1.0159436812224854]",0.007357965109898319
AR-S2,4,0,3,0.9999988193890612,0.001086559220082366,0.0,0.0010845087574526018,"[1.0000010653941056, 1.0185785148886528, 1.1055094843283992]",0.007357965439311538
AR-S2,4,0,4,0.9999988166146778,0.001087835153941187,0.0,0.0010846464345844865,"[1.000001117852789, 1.0189901529680652, 1.1051834631210364, 1.070838037267431]",0.007357966197747938
AR-S2,4,0,5,0.9999988143659332,0.001088868250425302,0.0,0.001084785108581679,"[1.000001145558835, 1.0186241809435124, 1.1117092332642857, 1.0827798966699917, 1.0963099634077387]",0.007357966438340136
AR-S2,4,0,6,0.9999988127139774,0.0010896265519090662,0.0,0.0010848679639416765,"[1.0000011375398818, 1.021079748487769, 1.108443758381615, 1.0890773565540812, 1.0962248679586954, 1.0000648689733689]",0.007357965599859517
AR-S2,4,0,7,0.999998810917609,0.0010904505449722565,0.0,0.001084959610197256,"[1.000001099918474, 1.0244696293246631, 1.1108906835454269, 1.0902121791412756, 1.1015736829198246, 1.0125611568800514, 1.276895592111771]",0.007357966689350938
AR-S2,4,0,8,0.9999988095348916,0.0010910843726951358,0.0,0.0010850250307308962,"[1.0000011085646814, 1.0262734668687368, 1.1124081842558071, 1.1009286430366612, 1.104499351684637, 1.0162569662408003, 1.277352583675992, 1.0799469643470185]",0.007357966866150076
AR-S2,4,0,9,0.9999988082791578,0.0010916596732639626,0.0,0.001085080368218284,"[1.0000011010176655, 1.0315073355447024, 1.1141124453620004, 1.1030975408554895, 1.105881371197047, 1.0203993996063785, 1.274315927591729, 1.0849574933056978, 1.0926105843482152]",0.007357967112057475
AR-S2,4,0,10,0.9999988073810392,0.0010920709504237823,0.0,0.0010851297110003103,"[1.0000011049494293, 1.0354933963115815, 1.1153681267744797, 1.1034815159998066, 1.1090340534095224, 1.0218227028061801, 1.2764548546643306, 1.0826932548436043, 1.0980900703464336, 1.0834435793495307]",0.0073579668058191
AR-S2,4,0,11,0.999998806897741,0.001092292204050692,0.0,0.0010851722406422502,"[1.000001073638042, 1.0349280315723441, 1.1145249947919487, 1.1017068198039297, 1.1115416538424772, 1.028086740566898, 1.2755742136563057, 1.0856077062568181, 1.0967739694117669, 1.0806229386636184, 1.2094904839448375]",0.007357967041046662
AR-S2,4,0,12,0.9999988062814846,0.0010925742608274365,2.1749394650766725e-05,0.0010852044768107144,"[1.0000010606095113, 1.0376050564529133, 1.1136296913982666, 1.1021759833039777, 1.1151330509573054, 1.029298322627065, 1.2758776500470588, 1.085512105949409, 1.0969262090424297, 1.0759452552993007, 1.210870572847474, 1.1325112320382356]",0.007357967205538929
AR-S2,4,1,1,0.9999984347576071,0.001251096476248684,0.0,0.0012557049740558228,[0.9999985495743849],0.370134662477523
AR-S2,4,1,2,0.9999984071135244,0.0012620960643149372,0.0,0.0012566074556050366,"[0.9999995043443157, 0.9893019038691075]",0.3701346633450756
AR-S2,4,1,3,0.999998396449845,0.0012663136084829047,0.0,0.0012571871023608992,"[0.999999727409328, 0.9899989968237483, 0.9654707165365985]",0.3701346669277162
AR-S2,4,1,4,0.9999983860843161,0.0012703998126194725,0.0,0.0012576968506017776,"[0.9999997711390047, 0.9893640449495014, 0.9748470669708664, 0.9803300824698329]",0.3701346685294216
AR-S2,4,1,5,0.999998379253825,0.0012730852976470725,0.0,0.0012579824871174607,"[0.999999791933244, 0.9892803461155308, 0.9859502979738436, 0.9822320988603116, 0.9674488712811083]",0.3701346681118692
AR-S2,4,1,6,0.9999983732418709,0.0012754442869290991,0.0,0.0012582401649336222,"[0.9999999505840464, 0.9970152709685033, 0.9875585370776042, 0.9834871846891913, 0.9694443615462845, 0.9884183357784223]",0.3701346656485156
AR-S2,4,1,7,0.9999983687657443,0.0012771978138571218,0.0,0.0012584069708658778,"[0.9999998933127432, 0.997988985827428, 0.9878173447886481, 0.9823990845070298, 0.977884064477193, 0.9868295918440144, 0.9733319658827951]",0.37013466521316546
AR-S2,4,1,8,0.9999983650500716,0.0012786516055930215,0.0,0.0012585521633519897,"[1.000000002039298, 0.9973159008431595, 0.9923567623738268, 0.9820358555509048, 0.9857822622377606, 0.9928066591543738, 0.981079764592119, 0.9833082258474923]",0.3701346643932533
AR-S2,4,1,9,0.9999983625753983,0.0012796189283194046,0.0,0.0012586719134412949,"[1.0000000138706249, 0.9972878958438585, 0.9962658727025113, 0.9874254328729309, 0.9897209174497126, 0.9970244797379005, 0.9822065710162652, 0.988069772284954, 0.9872875052759194]",0.37013466529338923
AR-S2,4,1,10,0.9999983606171527,0.001280383867134306,0.0,0.001258775724533913,"[1.000000049780572, 0.9965260960903299, 0.9938546880805597, 0.9900368291374024, 0.9921844661019205, 0.9980931110459855, 0.9886331518432362, 0.9890890512188713, 0.9941882166248028, 0.9973067623374016]",0.37013466572973697
AR-S2,4,1,11,0.9999983583919064,0.0012812525487253946,0.0,0.0012588853498177442,"[1.00000003863202, 0.9985220717359886, 0.9977525412280602, 0.9960487428184741, 0.9941835402128876, 1.00130710665832, 0.9954502468734822, 0.9953352110264648, 0.9988059319400214, 1.000545419365074, 0.998706177361997]",0.37013466629987324
AR-S2,4,1,12,0.9999983567937059,0.0012818760837569197,0.0,0.0012589461325169726,"[0.9999999979223138, 0.9999940272444927, 0.9967528400973643, 0.9957919352176152, 0.9945201327669633, 1.001179094937627, 1.000015475933833, 0.997479046936261, 0.9981748197859786, 0.9996178333191762, 1.0009089265507367, 0.9950502898352804]",0.37013466642464665
AR-S2,4,2,1,0.9999977073504911,0.001514149764342512,0.0,0.0015141434271458744,[0.9999989982698977],-0.010366158400741919
AR-S2,4,2,2,0.9999976858886173,0.0015212203596912473,0.0,0.001514956626085452,"[0.9999990811532892, 0.9465315821874511]",-0.010366160014637051
AR-S2,4,2,3,0.999997671235229,0.0015260290859062781,0.0,0.0015156500089573118,"[0.9999993524430685, 0.9544003689792384, 0.9609228659269773]",-0.010366163443623172
AR-S2,4,2,4,0.9999976616071133,0.0015291804624281695,0.0,0.0015161740179254883,"[0.9999995456466508, 0.9666827593964884, 0.9635490219496545, 0.974110349732177]",-0.010366160166018441
AR-S2,4,2,5,0.9999976546035498,0.0015314687232177466,0.0,0.0015164722286416452,"[0.9999998107831659, 0.9686943827653821, 0.9674700676434913, 0.9814851164534409, 0.9617264582280397]",-0.010366159030966174
AR-S2,4,2,6,0.9999976460375092,0.0015342628493304764,0.0,0.0015167844096442384,"[0.9999999919122995, 0.9822738155578742, 0.9737236619769748, 0.9837381904346937, 0.9700724112913882, 0.9868119355547892]",-0.010366157211299167
AR-S2,4,2,7,0.9999976379721711,0.0015368890099296778,0.0,0.0015170335724170412,"[1.0000000768437842, 0.9851359692270408, 0.978280234912761, 0.9874877222150836, 0.9749371354055963, 0.9811399216459498, 1.0050927553101396]",-0.010366159002361028
AR-S2,4,2,8,0.9999976324472792,0.0015386853871903119,0.0,0.001517247651966568,"[1.00000010324672, 0.9893669547005725, 0.9829586891892823, 0.9902683862967793, 0.9783655069045283, 0.99087940147237, 1.0027604905005632, 0.9906249553938946]",-0.010366159832867084
AR-S2,4,2,9,0.9999976280400363,0.0015401168668844015,0.0,0.001517443725988128,"[1.0000000612345992, 0.9937895759676817, 0.990660316538146, 0.995816266230654, 0.9815246837029024, 0.9911939695825199, 1.001817412037697, 0.9892020500691838, 0.9994272356563203]",-0.010366160418726154
AR-S2,4,2,10,0.9999976247596007,0.001541181494602936,0.0,0.0015175683384213775,"[1.0000000608096102, 0.9972004260310323, 0.9906800543535411, 0.9931734820264742, 0.9859691146188224, 0.99343416488836, 0.9990471953119667, 0.9947347622389077, 0.9991457583393594, 0.9974453914606614]",-0.01036616013965707
AR-S2,4,2,11,0.9999976227386901,0.0015418369920157762,0.0,0.0015176580327931528,"[1.0000000821903172, 0.9963987594918268, 0.9931759782763153, 0.9966496963217149, 0.9933202564017178, 0.995678206982643, 1.0032525262439553, 0.9958980535980698, 0.9974671451598487, 0.9974091266817651, 0.9962080920794608]",-0.010366160356433894
AR-S2,4,2,12,0.999997620712963,0.0015424937720814325,0.0,0.00151773469463955,"[1.000000078311314, 0.9961350300508218, 0.9952855426388603, 0.9985775701809558, 0.9965427245040755, 0.9942474529185322, 1.0061964601782944, 0.9977862469098515, 0.9971219803813625, 0.9994636205476248, 0.9939195600738044, 0.9937009466282706]",-0.01036616090190414
AR-S3,0,0,1,0.9987989264647246,0.03465650783439504,0.03463956587067937,0.03451794254538025,[1.0000109968868267],0.019642975054393812
AR-S3,0,0,2,0.9999988439038859,0.0010752191005023537,0.0,0.0010753515747061932,"[0.999999992592761, 1.00000541156147]",0.01964249520983685
AR-S3,0,0,3,0.9999988393627037,0.0010773287781894567,0.0,0.001075574009897053,"[1.0000000633691815, 1.0000058250053758, 1.0060537436850292]",0.01964249476646286
AR-S3,0,0,4,0.9999988358590607,0.0010789536316542301,0.0,0.0010757423527625932,"[1.0000000739063, 1.0000110139212122, 1.0207758006341061, 0.9909820251281867]",0.019642495191644776
AR-S3,0,0,5,0.9999988340109982,0.0010798097062633381,0.0,0.0010758639056147737,"[1.000000051989217, 1.0000133291177207, 1.035699231745516, 0.9966444187978969, 1.0269200665108307]",0.019642495354076556
AR-S3,0,0,6,0.9999988321471793,0.0010806723928569542,0.0,0.0010759523077567832,"[1.0000000755259006, 1.000014131761211, 1.0363735218292462, 1.0065958345661297, 1.033228944902198, 0.9976054119646279]",0.019642495411118777
AR-S3,0,0,7,0.999998830535334,0.0010814178961178406,0.0,0.0010760251851141493,"[1.000000057139157, 1.0000151902129677, 1.0318941799987833, 1.0138570047998843, 1.0331135011901573, 0.999046467241654, 1.015309758287122]",0.019642495733609516
AR-S3,0,0,8,0.9999988295857689,0.0010818568440795898,0.0,0.0010760829018603719,"[1.0000000725586222, 1.0000159494072967, 1.0301975883941732, 1.0153567138083643, 1.0302334835536617, 1.0054823387540481, 1.0167179992328579, 1.0337475381854528]",0.019642494767891518
AR-S3,0,0,9,0.9999988285769228,0.0010823230004187202,0.0,0.0010761319773572207,"[1.0000000961597832, 1.0000152418246784, 1.0324395114434224, 1.0183594974499854, 1.0285860424773454, 1.002605877241073, 1.016443693775165, 1.0313726453973382, 1.0834402284126807]",0.01964249502115746
AR-S3,0,0,10,0.9999988276755031,0.0010827393485562976,0.0,0.001076177925404221,"[1.0000001157786969, 1.0000151181214325, 1.0337646601871597, 1.0202070518817452, 1.0281761369701612, 1.0089472776940005, 1.0183642201364387, 1.0340848079509417, 1.084644412226148, 1.036113401817111]",0.01964249482644418
AR-S3,0,0,11,0.9999988269870134,0.0010830572406780416,0.0,0.0010762110756276097,"[1.0000000957887143, 1.0000136867506868, 1.0335185431468854, 1.0239618783030358, 1.0290253498055706, 1.0132012757788873, 1.0144491957811697, 1.0257107160799546, 1.0934617991156483, 1.0450761828962987, 1.0218235561158573]",0.019642494833802284
AR-S3,0,0,12,0.9999988264232625,0.0010833174684413101,0.0,0.0010762353224730964,"[1.0000000889028895, 1.0000130465609387, 1.0329758821159487, 1.025679301305087, 1.0287933361948796, 1.0153393765413583, 1.0132558581225268, 1.0300894947391974, 1.0918705739795287, 1.0450025477627958, 1.0209765889064164, 1.1165356463445402]",0.019642495262630615
AR-S3,0,1,1,0.6873298202348121,0.5591691870670161,0.5591685501396371,0.558929084981786,[0.9999660318572036],0.2639535915079631
AR-S3,0,1,2,0.9999993008966268,0.0008361240178183629,0.0,0.0008409420850199705,"[1.000000342093331, 1.0000006464858853]",0.2639524983582411
AR-S3,0,1,3,0.9999992980855934,0.0008378033221529313,0.0,0.0008412815047689736,"[1.0000003701324913, 1.0000005739573274, 1.0194286058346749]",0.263952497973061
AR-S3,0,1,4,0.9999992959833305,0.0008390570120905532,0.0,0.0008414972811106172,"[1.0000004588360047, 1.0000006076918901, 1.0238586474047848, 0.9784569219680581]",0.2639524995260052
AR-S3,0,1,5,0.9999992942340392,0.0008400987803637168,0.0,0.0008416949409096793,"[1.0000005189825876, 1.0000006654508728, 1.032145103951828, 0.9863755964365588, 1.1088521123676192]",0.2639524998241607
AR-S3,0,1,6,0.9999992924831064,0.0008411402341935639,0.0,0.0008418310978854841,"[1.0000005943738919, 1.000000708720538, 1.031682133466656, 0.9877929570282228, 1.1078364784837629, 1.0106067322817913]",0.26395250013350363
AR-S3,0,1,7,0.9999992909515042,0.0008420501741578992,0.0,0.0008419591049742098,"[1.0000005798613882, 1.0000005553801425, 1.0476816972997647, 0.9922355527659, 1.10984005432763, 1.0173362444820657, 1.0532683084753822]",0.26395250036756596
AR-S3,0,1,8,0.9999992901336598,0.0008425356610438265,0.0,0.0008420468508169312,"[1.000000638642735, 1.0000005363256643, 1.0478349369314006, 0.9967078619064892, 1.1177628166354714, 1.0166983814865007, 1.0469718502150525, 0.9445944792134326]",0.2639525004000604
AR-S3,0,1,9,0.9999992890399523,0.0008431844683612375,0.0,0.0008421276229900534,"[1.0000006271553938, 1.0000005025240455, 1.0527220090134013, 0.9974971634176538, 1.121225027115968, 1.010368272538282, 1.0504387625423024, 0.9523464049479727, 1.015031520189831]",0.2639525004307198
AR-S3,0,1,10,0.9999992883050951,0.0008436201188201528,0.0,0.0008421892066695166,"[1.0000006233010375, 1.0000005119786513, 1.0531783603028813, 1.0023317627799078, 1.1194706321719636, 1.0164818946655012, 1.0504636653739206, 0.9555839402371765, 1.0149901886588093, 1.0248212302038615]",0.2639525005682211
AR-S3,0,1,11,0.9999992877845947,0.0008439285546520055,0.0,0.0008422380135349207,"[1.0000006029879989, 1.000000542779955, 1.0561585179568436, 1.0033346978328155, 1.1204176356877715, 1.0158650220795793, 1.0459214743088823, 0.9551373838238154, 1.0199350030654826, 1.0312716455043673, 1.0156201462262422]",0.2639525003477142
AR-S3,0,1,12,0.999999287592671,0.0008440422554741774,1.0363638323235619e-05,0.0008422716022118982,"[1.0000006151044165, 1.000000531932846, 1.0529995880035754, 1.0043215870413742, 1.1219327632241378, 1.0187967721755404, 1.0541996830589606, 0.9618437489608604, 1.017808808933492, 1.02984706669618, 1.0127652363724318, 1.010659844940543]",0.2639525001566038
AR-S3,0,2,1,0.654886684834803,0.5874634585786566,0.5874614400573773,0.5871767063668443,[1.0012906907436143],0.0005265170476052224
AR-S3,0,2,2,0.9999976980881019,0.0015172052920099414,0.0,0.0015140383008349792,"[1.0000006570275666, 1.0000008049118132]",0.0005392285601516203
AR-S3,0,2,3,0.9999976840777655,0.0015218154403583205,0.0,0.0015149444158298463,"[1.0000002472834812, 1.0000003311665429, 0.9524068589207157]",0.0005392318456909899
AR-S3,0,2,4,0.9999976705919111,0.0015262398529893063,0.0,0.0015154266000551005,"[1.0000001783635863, 1.0000001054224028, 0.9603890467863798, 1.0040623611038129]",0.0005392325438216203
AR-S3,0,2,5,0.9999976620807773,0.0015290255794731878,0.0,0.001515876308396351,"[1.0000002245869555, 1.0000002449195378, 0.9655685558209043, 1.0015442621148538, 0.9967750822618034]",0.000539232684585997
AR-S3,0,2,6,0.999997656537288,0.0015308372585059714,0.0,0.0015162125144070509,"[1.00000014278955, 0.9999998968872772, 0.9655505642235048, 1.0036667103587362, 1.0017600974330287, 0.9904671079045093]",0.0005392358777902605
AR-S3,0,2,7,0.9999976515593036,0.0015324622985094752,0.0,0.001516446415644802,"[1.0000002814999895, 1.000000167515376, 0.9766651809083395, 0.998251171229961, 1.0094862392773365, 0.9949105898485756, 0.9739133316645183]",0.0005392346991863045
AR-S3,0,2,8,0.9999976461364533,0.0015342306041658223,0.0,0.0015166485629865265,"[1.0000001621866685, 1.0000002006131707, 0.9797424995112027, 0.9971452842634259, 1.0043701530840334, 0.9977005304430738, 0.9815502530918059, 1.0138681731884052]",0.0005392351924739869
AR-S3,0,2,9,0.9999976425333719,0.0015354043858552184,0.0,0.0015168107230793225,"[1.000000118684353, 1.0000001420561537, 0.9830722729163902, 1.0064532080439403, 1.0044334501998429, 1.0019825954242112, 0.9817844865615304, 1.01358006576238, 1.0065607669887275]",0.0005392363831134334
AR-S3,0,2,10,0.9999976380714153,0.001536856722248866,0.0,0.0015169583883972253,"[1.0000000954858013, 1.0000000987736124, 0.9893493967040085, 1.0095669482651208, 1.0088398899344782, 0.9951653611374127, 0.9806578553968017, 1.0144173463719635, 1.0022871971353986, 1.022813844852166]",0.0005392354704556983
AR-S3,0,2,11,0.9999976346321408,0.0015379752466283746,0.0,0.00151709885747301,"[1.0000000935321318, 1.0000000542608338, 0.9937549492023631, 1.0124413043631144, 1.0142456984819506, 1.0067292704097575, 0.99003891547667, 1.0201221324996559, 1.0079155136671585, 1.0242381336188044, 1.0053360237995184]",0.0005392349725551868
AR-S3,0,2,12,0.9999976313725835,0.0015390345728762303,0.0,0.0015172122827377978,"[1.0000000630817651, 1.0000000614472173, 0.9987280385177453, 1.0137354910535583, 1.0164097274864197, 1.008752834087072, 0.9944381820507652, 1.0134275910950945, 1.0095797527152597, 1.0308869365286082, 1.0051897260093883, 1.00440058709775]",0.0005392339623019456
AR-S3,1,0,1,0.9987598281300901,0.035216074027493334,0.03519939783952918,0.034693891606374296,[0.9999829986134156],-0.015702616297723626
AR-S3,1,0,2,0.9999988402262608,0.0010769279173684669,0.0,0.0010758683064556553,"[0.9999999415580718, 0.9999915276995606]",-0.015702052653649764
AR-S3,1,0,3,0.9999988368304159,0.0010785034001112638,0.0,0.0010760932454547721,"[1.0000000113837126, 1.0000100508675298, 0.9815719457612605]",-0.015702054287540037
AR-S3,1,0,4,0.999998833340486,0.0010801201387099601,0.0,0.001076282787324938,"[1.000000059224796, 1.0000099767736652, 1.0142977029333737, 1.041082752162624]",-0.0157020545380664
AR-S3,1,0,5,0.9999988317652894,0.0010808490693358641,0.0,0.0010763769712493906,"[1.0000000160745581, 1.0000122239069251, 1.010360022331724, 1.0521945296984745, 1.0037226031795288]",-0.01570205422210674
AR-S3,1,0,6,0.9999988300482109,0.0010816430968965717,0.0,0.001076455680734934,"[1.0000000209541726, 1.0000123572525688, 1.013636710677404, 1.0532442097473722, 1.006166843599353, 1.019893581388628]",-0.0157020545019528
AR-S3,1,0,7,0.99999882913326,0.0010820659591673552,0.0,0.0010765223053036813,"[1.000000050757015, 1.0000135666112289, 1.0180177640236812, 1.0560939931402789, 1.004943508003128, 1.0128216603463522, 0.9975127609856814]",-0.015702053960008653
AR-S3,1,0,8,0.9999988278699677,0.0010826495426915332,0.0,0.001076585094997958,"[1.0000000610479929, 1.0000131421016663, 1.0225607280081093, 1.0587824257733194, 1.0070572295052185, 1.01079103314047, 1.002426434363445, 0.9984036349695228]",-0.01570205383061894
AR-S3,1,0,9,0.9999988272988682,0.0010829132613977516,0.0,0.0010766273027238643,"[1.000000081159967, 1.0000137634546693, 1.0254670932913306, 1.0624553908389343, 1.0081074581011753, 1.0090364042811368, 0.9999768002260596, 1.0048055448606712, 0.9923279629417453]",-0.015702053752314052
AR-S3,1,0,10,0.9999988266607726,0.0010832078413073128,0.0,0.0010766707586858104,"[1.0000000863068037, 1.0000143021919528, 1.0341120824989452, 1.063586039415124, 1.004948772796847, 1.0147532500204735, 1.0044790541948505, 1.0058303860493483, 1.0028392325918662, 1.023679252439722]",-0.015702053901895045
AR-S3,1,0,11,0.9999988261355467,0.0010834502541965643,0.0,0.0010766997322130514,"[1.0000001056470782, 1.0000147725354371, 1.0397689258165563, 1.059916791807293, 1.006418737022465, 1.0154116619518991, 1.0042047397223934, 1.0090404753366389, 1.0032068731583696, 1.024432895363989, 0.9962324628259631]",-0.015702053555732974
AR-S3,1,0,12,0.9999988257141926,0.0010836446868667056,4.9155809433058865e-06,0.0010767289376893844,"[1.0000001201955446, 1.0000156991889924, 1.044177145050107, 1.0611705483627634, 1.0054189556778423, 1.017527596574271, 1.004885272216909, 1.0164367493469904, 1.002882057392628, 1.0225107714186372, 1.0022605427646263, 1.0074362606420544]",-0.01570205353296411
AR-S3,1,1,1,0.6725669389331028,0.5722176693067921,0.5722170419242202,0.5703929119353754,[0.9997632089278672],0.21086853102177827
AR-S3,1,1,2,0.9999993000263224,0.0008366442957011383,0.0,0.0008371968574563435,"[0.9999996729158367, 0.9999997809676898]",0.21086656912633917
AR-S3,1,1,3,0.9999992969401095,0.000838486666892734,0.0,0.0008376775067949169,"[0.9999998912365884, 0.9999999439153054, 0.9757629739881741]",0.21086656878445925
AR-S3,1,1,4,0.9999992934807095,0.0008405470186332565,0.0,0.0008380446203456389,"[1.0000000521254602, 1.000000173679666, 0.9759198415396073, 0.9781855671936163]",0.21086656798042225
AR-S3,1,1,5,0.9999992894950283,0.0008429145696651673,0.0,0.0008382878127385431,"[1.0000000675399525, 0.9999999549356426, 0.977900060015635, 0.9852454160889234, 0.9870176578621553]",0.21086656884378407
AR-S3,1,1,6,0.9999992881256584,0.0008437264613543198,0.0,0.0008384497262076901,"[1.0000000599239942, 1.0000000730186585, 0.9785682413527715, 0.9905983982969152, 0.9832587035125633, 0.9846771524020929]",0.2108665685208561
AR-S3,1,1,7,0.9999992870067558,0.0008443892729425664,0.0,0.0008385846071701799,"[1.0000000003370755, 1.0000000546986405, 0.9816870164631641, 0.9881836812802507, 0.9866816920327924, 0.988138676723581, 0.9884885342841067]",0.21086656873821255
AR-S3,1,1,8,0.9999992862834591,0.0008448174600943858,0.0,0.0008387155422682799,"[0.9999999812152454, 1.0000000999268877, 0.9866273957619177, 0.9921082034381576, 0.9890734413235871, 0.9900495297858605, 0.9875900140228295, 0.9792869140426483]",0.21086656927654468
AR-S3,1,1,9,0.9999992852646923,0.000845420195980247,0.0,0.0008388044512282776,"[0.9999999662860921, 1.0000000552455728, 0.9896147072511503, 0.991889469560327, 0.9907140083453967, 0.9850672583202046, 0.989383995575825, 0.9881930774129234, 0.9783925985416534]",0.21086657016244448
